Text,Verdict
january-june 2010 dilute loss per share stand eur0 3 versus eur0 1 first half 2009,negative
equipment manufacture vaahto 's workshop hollola finland schedule shipments first quarter 2009,neutral
revenue quarter fell 8 percent ( euro ) 24 billion compare year earlier,negative
`` contract demonstrate ability apply minerals metal technologies adjacent industries oil shale process,positive
equipment manufacture vaahto 's workshop hollola finland schedule shipments first quarter 2009,neutral
iso omena base matinkyla district southern part city espoo southern finland,neutral
broad range connectivity options include 3g - hspa wi-fi give consumers high speed access internet,neutral
elcoteq prove track record electronics manufacture service ( ems ) global factory network couple modern manufacture equipment consistent systems process,positive
`` enterprise value fray bentos pulp mill forestal oriental total approximately euro1 6 billion `` upm say,neutral
company also say sell approximately 150 hectares land city valkeakoski end year part `` job job `` program,neutral
sale outokumpu 's share technology unit reduce 12-20 percent,neutral
revenue grow 12 percent ( x20ac ) 36 billion ( us $ 45 billion ),positive
copper lead nickel also drop hbos ( hbos ) plummet 20 % 703 pence say year+,negative
important thing keep bank 's exist 15000 customers,neutral
vaisala also say expect net sales eur 2532 million 2010 compare eur 2522 million record 2009,positive
earnings per share eps 2005 decrease eur0 66 eur1 15 2004,negative
pretax loss total eur 1623 mn compare profit eur 2535 mn 2007,negative
secure file online like fill tax return make backup bore,neutral
finnish power supply solutions systems provider efore oyj say net loss widen 32 mln euro $ 42 mln first quarter fiscal 2006-2007 end october 31 2007 900000 euro $ 12 mln period fiscal 2005-06,negative
plumb business announce sponsor professional dart player,neutral
operate profit net sales 12-month period increase respectively eur4 7 eur26 7 compare 2004,positive
operate profit fell eur 62 mn eur 85 mn third quarter 2007,negative
deal subject approval norwegian competition authorities,neutral
mformation nokia note establish interoperability agreements cover commercially prove standards-based management mobile devices well mobile device security mobile application management,positive
production level agree producers long time ago fall consumption lead losses,negative
action include cut expensive weekend shift freeze production bonus system general cost-cutting program,neutral
`` cut frequency new york last year explain fall `` say,negative
pretax profit total eur 90 mn eur 363 mn 2007,negative
situation coat magazine print paper continue weak,negative
operate profit net sales three-month period increase respectively eur15 1 eur131 5 compare correspond period 2005,positive
net profit three months march 31 fell ( x20ac ) 103 million ( us $ 165 million ) ( x20ac ) 131 million year earlier finnish company say,negative
lee & man paper metso long prosperous co-operation good example changshu hongmei kraftliner machine deliver earlier,positive
additionally company use solutions automate preparation financial statements accord ifrs standard,neutral
crane would instal onboard two freighters order singaporean ship owner masterbulk,neutral
food sales total eur 3235 mn october 2009 represent decrease 55 % october 2008,negative
20 october 2010 - finnish environmental management company lassila & tikanoja oyj hel lat1v l & say monday expect operate profit exclude non-recurring items whole 2010 slightly lower 2009,negative
boomeranger boat oy specialise boat build design manufacture sell customise rigid inflatable boat rib primarily baltic sea market,neutral
finnish sport equipment company amer sport say decide lay 370 workers salomon division france,negative
bring cost savings eur 3mn year,positive
industry investment interest glaston 's solar energy project,positive
share subscription period c options commence 1 september 2008 expire 31 march 2011,neutral
industry investment interest glaston 's solar energy project,positive
yvonne jones owner chameleon interiors,neutral
emsa deputy chairman board juri lember tell bns wednesday first time hear strike swedish side inform estonian union yet,negative
finnish fibers plastic products maker suominen corporation say net loss narrow 16 mln euro $ 20 mln first nine months 2006 216 mln euro $ 27 mln period 2005,positive
samsung currently occupy third place lose grind quarter drop 18 % 111 % share overall,negative
finnish energy company fortum oyj say november 13 2007 grant environmental permit build biofuel-fired combine heat power chp plant vartan harbor eastern stockholm,positive
operate profit non-recurring items eur 83 mn first nine months 2008 compare eur 84 correspond period 2007,negative
finland city forssa say pay compensation food industry company hk ruokatalo atria lye leak tap water occur march 2008,negative
relations city damage comment mr ashley criticise city investors analysts `` cry baby ``,negative
latin america currently account approximately 40 % sales finnish bss-oss vas supplier telecoms operators tecnotree company president ceo eero mertano tell bnamericas,neutral
von koskull oversee new unit nordea bring together corporate merchant bank financial institutions capital market products divisions,neutral
mformation nokia note establish interoperability agreements cover commercially prove standards-based management mobile devices well mobile device security mobile application management,positive
consolidate operate profit continue operations decrease 623 % eur 512 mn eur 1357 mn 2007,negative
1033 huhtamaki market 's biggest faller 869 pct lower 1135 eur omx helsinki 25 032 pct higher 333241 omx helsinki 047 pct 1168732,negative
1411 cet arcelormittal lose 726 % eur 1738 euronext paris come lead blue-chip fallers,negative
net sales 2007 expect 10 % 2006,positive
navteq command lead instal map data systems north american vehicles may leader turn-by-turn navigation data offer service onstar north america say analyst phil magney telematics research group minnetonka minn,positive
company expect net sales whole 2009 remain 2008 level,negative
however growth margin slow due financial crisis,negative
employer-employee talk concern 500 people whole staff finland,neutral
company report loss period eur 04 mn compare loss eur 19 mn correspond period 2005,positive
technopolis approximately 130 customer company jyvaskyla,neutral
accord pkc acquisition would bring significant addition pkc 's customer base,positive
follow increase company+ eur tm capital total 55 mln romanian lei $ 198 mln-1 56 mln euro,neutral
swiss franc surge record 142 euros report sharpest gain manufacture march,positive
( adp news ) - oct 29 2008 - finnish lift equipment maker konecranes oyj ( omx kcr1v ) say today net profit rise eur 1166 million ( usd 1491 ) first nine months 2008 eur 736 million,positive
solution extension exist online mediation solution deliver earlier comptel ibm,neutral
net sales however increase 2005,positive
`` marimekko operate industry change business climate reflect consumer demand,neutral
operate profit margin increase 112 % 117 %,positive
finnish management software solutions provider ixonos oyj net profit decrease 369000 euro ( $ 575000 ) first quarter 2008 669000 euro ( $ 10 mln ) period 2007,negative
say lose five families month economy many make alternative arrangements save money,negative
july-september 2009 konecranes ' sales decrease eur 3687 mn eur 5204 mn july-september 2008,negative
superior customer centricity expertise digital service set us apart competitors,positive
net sales go 1 % year-on-year eur 29 million affect business acquisitions realize previous financial period effect eur 51 million review period,positive
finland bank + land report operate profit fell eur 61 mn second quarter 2008 eur 75 mn second quarter 2007,negative
letter economic affairs minister list estonian ship company tallink ask approval entitle 15 % cut port fee 2010,neutral
net sales however increase 2005,positive
share capital biotie therapies corp constitute 90211860 share aggregate number vote right attach share amount 90211860,neutral
net income life insurance double eur 68 mn eur 32 mn net income non-life insurance rise eur 52 mn eur 15 mn correspond period 2009,positive
continue operations turn operate loss eur 01 mn slight improvement loss eur 02 mn year earlier,positive
2009 fiskars ' cash flow operate activities amount eur121m eur97m previous year,positive
stora enso own 43 percent bergvik earn therefore sek 15 bn value appreciation,positive
`` lemminkainen talo oy 's lahti office significant logistics business premise constructor,neutral
8 may 2009 - finnish liquid handle products diagnostic test systems maker biohit oyj ( hel biobv ) say today ( 8 may 2009 ) net loss narrow eur0 1 ( usd0 14 ) first quarter 2009 eur0 4 period 2008,positive
london afx - uk european broker ' recommendations issue today collate afx news range market source,neutral
( adp news ) - oct 31 2008 - finnish food company raisio oyj ( omx raivv ) say today net profit jump eur 164 million ( usd 209 ) first nine months 2008 eur 11 million period 2,positive
helsinki afx - outokumpu technology say sign 35 mln eur agreement mongolia 's erdenet mine corporation engineer first hydrocopper plant build erdenet mine site,positive
earnings per share eps 2005 decrease eur0 66 eur1 15 2004,negative
neste oil refineries combine crude oil refine capacity approximately 260000 barrel day,neutral
finnish waste management clean group lassila & tikanoja oyj ( l & ) net profit go 322 mln euro ( $ 477 mln ) 2007 353 mln euro ( $ 523 mln ) 2006,negative
`` operate profit decline mainly due increase cost wood recycle fiber strengthen euro ``,negative
sales finland decrease 20 % international sales decrease 93 % term euros 151 % term local currencies,negative
sales price disclose,neutral
report period net sales rise 8 % year-on-year eur64 3 due business acquisitions realize first half 2008-09 effect eur10 9 review period,positive
name applicant jot automation oyname inventor mammila tuomo piirainen mika kellokoski mikaapplication 2424-kolnp-2008 adate file application 16-06-2008publication date 30/01/2009,neutral
union company officials return call yesterday,neutral
first nine months 2010 talvivaara 's net loss narrow eur 83 million eur 219 million period 2009,positive
ruukki group calculate lose eur 4mn fail project,negative
third quarter fiscal 2008 efore swing net loss eur 400000 versus net profit eur 200000 correspond period fiscal 2007,negative
peer peugeot fell 081 pct sales rise 63 pct period last year,negative
scania morgan stanley lift share target swedish heavy-duty truck bus maker scania ab 330 crown ( $ 424 - 352 euro ) 310 crown ( $ 398 - 331 euro ),positive
purpose action ensure company 's cost effectiveness year near future,positive
omx helsinki index 033 pct lower 936480 omx helsinki cap portfolio index 034 pct 502925,negative
sanoma magazines ' net sales estimate grow 2006,positive
manage director 's comment `` net sales first quarter notably lower year especially finland russia baltic countries,negative
digia also set two subsidiaries digia norway digia usa inc,neutral
share repurchase 11012008 helsinki stock exchange behalf sampo plc danske bank a-s helsinki branch,neutral
incap furniture presently negotiate staff cut,negative
order comprise production line plywood mill company say statement receive lesprom network,neutral
coffee serve start 1430 eet well event,neutral
finnish talvivaara mine co hel tlv1v say thursday pick bofa merrill lynch jpmorgan nyse jpm joint bookrunners plan issue convertible note worth eur250m usd332m,neutral
3 january 2011 - finnish flag carrier finnair oyj ( hel fia1s ) say today seal nine-year sale leaseback agreement newest airbus a330 aircraft syndication japanese operate lease market,positive
coca-cola market leader manufacturers market share 369 % 22 % correspond period 2004-2005,negative
profit tax decrease 9 % eur 1878 mn first nine months 2008 compare eur 2071 mn year earlier,negative
operate profit total eur 186 mn 83 % net sales,neutral
eur5 9 h1 '09 3 august 2009 - finnish media group ilkka-yhtyma oyj ( hel ilk2s ) say today net profit fell 45 % year eur5 9 first half 2009,negative
finland finnish pharmaceutical company orion corporation omx helsinki ornav say wednesday 7 january conclude personnel negotiations finland reduce number personnel 205,negative
plan estimate generate eur 5 million ( usd 65 ) cost savings annual basis,positive
outotec 's scope delivery cover engineer supply special equipment service calcination plant two circulate fluid bed calciners,neutral
agreement expand tekla structure ' scope use bridge design,positive
ruukki group calculate lose eur 4mn fail project,negative
third quarter 2010 net sales increase 52 % eur 2055 mn operate profit 349 % eur 235 mn,positive
combine exist solutions single platform comptel say reduce cost deployment,positive
20 october 2010 - finnish metal products company componenta oyj hel cth1v say yesterday net loss narrow eur7m first nine months 2010 eur23 3 period 2009,positive
would huge process,neutral
entire paper mill may set especially new eu member state,neutral
`` would invest physical infrastructure would also provide know-how manage develop science technology park `` say sunrise valley director andrius bagdonas,positive
platform would continue development framework symbian meego,neutral
currently plant operate full capacity,neutral
unit cost flight operations fell 64 percent,positive
poyry global consult engineer firm focus energy forest industry infrastructure & environment sectors,neutral
lule+ municipality award yit 2-year contract property management one third municipality 's properties total area 140000 sq metres,positive
dismiss staff members take matter court unless settle outside,negative
competition authorities approve deal finalize,neutral
helsinki ( thomson financial ) - m-real say exercise option buy 50mw natural gas power plant land kyroskoski finland around 13 mln eur kyro oyj,positive
sale allow campofrio focus recently announce takeover groupe smithfield holdings european unit smithfield foods inc ( sfd ) us,neutral
compare ftse 100 index rise 949 point ( 16 % ) day relative price change -04 %,negative
retail chain suomen l+ hikauppa give index 58 airline sas 58 teliasonera 's broadband 61 german retail chain lidl 61 tele finland 's mobile subscriptions 61 tallink ship line 63 power company helsinki energy 63,neutral
operate profit 12-month period decrease eur157 5 net sales increase eur634 3 compare 2007,negative
`` lower price us competitors show real estate market stabilise return balance apartments acquire fair price eye clients,positive
third original participants drop due nausea side effect,negative
sony ericsson nokia dominate list best-selling handsets five model,positive
subject-matter invention furthermore use cyclone separate partly melt particles ``,neutral
russian export duties activate harvest finland sales russia increase also,positive
party also agree options allow uh extensively implement later also functionalities human resources management,positive
operate loss non-recurring items eur 09 mn compare profit eur 115 mn 2008,negative
salonen add data show producers ' pulp inventory north america decline ',negative
finnish plumb heat systems supplier uponor 's net sales continue operations decrease 94 % 2008 eur 9492 mn eur 10474 mn 2007,negative
new representation extend comptel 's global presence total 18 countries serve 250 customers 80 countries worldwide,positive
offer price $ 35 million include cash $ 10 million net debt assumption face $ 20 million worth cencorp share issue savcor,neutral
current year raute expect net sales increase operate result -- positive,positive
demonstrations broad capabilities mobility business suite organize 3gsm world congress barcelona february 12th 15th,neutral
currency effect 30 pct 20 mln euro ( $ 313 mln ) negative impact revenue,negative
net cash operate activities negative eur 03 mn compare eur 309 mn 2009,negative
wartsila contract october 2007 plant instal manturovo kostroma region russia 600 km northeast moscow russia,positive
seven-month sales ragutis control finnish brewery olvi decline 112 percent 1541 million liters company hold 989 percent market,negative
`` industry come interest fork road handset manufacturers wireless carriers attempt serve portal web-based service wireless handset `` write,neutral
17 march 2011 - goldman sachs estimate negative prospect norwegian mobile operations norway 's telenor asa osl tel sweden 's teliasonera ab sto tlsn short term,negative
growth strongest f-secure 's operator isps mobile operators cable operators business,positive
metso foundries jyvaskyla oy discontinue production line 30 september 2008,neutral
contract take effect 2009 five ten year period,neutral
storengy gdf suez company dedicate underground storage natural gas,neutral
- net sales period expect fall well last year result non-recurring items expect red,negative
salonen add data show producers ' pulp inventory north america decline ',negative
finnish bank + land + landsbanken issue profit warn,negative
accord ceo matti perkonoja parent company hkscan company 's performance first quarter 2010 remain clearly level correspond period 2009,negative
olvi post strong set figure first six months year,positive
order also include extensive maintenance work shoe press deliver vaahto 2001,neutral
total need staff cut correspond 300 man-years,negative
months ago teva vice chairman phillip frost marathon venture capital fund tase mara sell protalix share,neutral
accord finnish fim bank alpro 's price would around eur 100mn-150mn,neutral
`` capital expenditure energy efficiency unfortunately fall along decline economy,negative
new share subscribe stock options shareholder right commence date enter trade register,neutral
rival say qualcomm fewer patent 3g phone earlier versions lower rat,negative
metsa-botnia sell 821 % stake uruguayan company metsaliitto -- 55 %,neutral
`` 've feel quite positive region whole,positive
samsung currently occupy third place lose grind quarter drop 18 % 111 % share overall,negative
`` continue actively focus r & position offer away point solutions towards dynamic end-to-end solutions `` ervio state,positive
raute report loss per share eur0 86 first half 2009 eps eur0 74 correspond period 2008,negative
fair value company 's investment properties go eur2 769 bn end september 2009 eur2 878 bn year earlier,negative
july-september 2008 yit 's net sales increase eur 9708 mn compare eur 9068 mn correspond period 2007,positive
implementation important operator since launch fixed-to-mobile convergence service brazil see brazil 8 may 2006,neutral
ramirent finland domestic unit machinery rental company ramirent oyj hel rmr1v,neutral
qualcomm estimate first-quarter profit 46 50 cents share exclude certain items analyst estimate 61 cents share,negative
build home improvement trade sales decrease 225 % eur 2014 mn,negative
company 's order book stand 15 bln euro $ 22 bln september 30 2007 242 pct year international order amount 365 mln euro $ 5343 mln,positive
30 november 2009 - finnish office furniture maker martela oyj hel maras say today make redundant three people nine lay permanently company 's office staff factory workers,negative
altia 's operate profit jump eur 47 million eur 66 million,positive
accord finnish insurance company tapiola local insurance group ( l+ hivakuutus ) pohjola two fierce storm end july begin august 2010 fell tree around finland speed sales forest insurance,positive
payment acquire share make cash price per share eur 1 plus administration fee,neutral
follow registration share capital biotie eur 5255667810,neutral
order intake grow 40 % year-on-year 30 % year-on-year respectively eur 576 million eur 17 billion respective january-september july-september 2010 periods,positive
information release 5 september 2008 nokia 's american depositary share fell 8 %,negative
move trigger weak demand forestry equipment uncertain market situation,negative
finland-based international machinery rental company ramirent plc ( omx helsinki rmr1v ) report friday ( 15 august ) operate profit eur65 0 net sales eur342 9 period january-june 2008,neutral
russian export duties activate harvest finland sales russia increase also,positive
purchase price disclose,neutral
base first quarter result exist order backlog new order prospect company expect full-year sales contract 25 % 2008 gross margin stay healthy level operate profit margin lower 2008 due lower sales volume,negative
january traffic measure revenue passenger kilometres rpk go 32 % capacity measure available seat kilometres ask rise 122 %,positive
tekla structure product box need make recycle material,neutral
equipment ixonos acquire deal include mechanical engineer hardware rf antenna measurement laboratory facilities measurement audio cameras display well devices robot units test mobile devices,neutral
tiimari finnish retailer report geenrated quarterly revenues total eur 13 mn 4th quarter 2009 eur 03 mn loss 2008,positive
finnair 's passenger load factor measure number sell seat share available seat drop 13 percentage point 767 % september,negative
mobile phone shipments jump 26 percent almost 112 million units finnish company 's global market share rise 39 percent 36 percent,positive
mr ashley deputy executive chairman sport direct sell 43pc stake company pound 900m time float,neutral
earnings per share ( eps ) amount loss eur0 06,negative
however company saw net profit third quarter eur 14 million eur 15 million correspond period 2009,negative
inventors ridge justin bao yiliang karczewicz marta,neutral
net sales operate profit record high company 's history,positive
copper lead nickel also drop hbos ( hbos ) plummet 20 % 703 pence say year+,negative
market use tikkurila 's exist infra structure local knowledge russia,neutral
first application market invoice purchase requisition approval mobile device,neutral
tietoenator 113 pct 1838 extend recent low last week 's second-quarter report dealers say,negative
total investment project approximately eur 36m,neutral
acquisition + landsbanken sverige 2009 burden performance eur 30 mn,negative
-- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- -- munich 14 january 2008 bavaria industriekapital ag close acquisition elcoteq communications technology gmbh offenburg germany approval,neutral
total value project estimate 30 mln euro $ 44 mln service 20 mln euro $ 29 mln third-party licence 10 mln euro $ 15 mln,neutral
publish sweden 's operate loss eur 11 mn q1 2009 compare profit eur 06 mn year ago,negative
finnish airline finnair start temporary layoffs cabin crew february 2010,negative
operate profit 12-month period decrease eur17 9 net sales increase eur58 3 compare 2007,negative
finnish construction group yit award contract install heat air condition cool systems new head office automobile association adac munich germany,positive
executive say countries brazil chile argentina mexico lead adoption business ethernet service segment brazil mexico early adopters carrier ethernet mobile backhaul,neutral
exclude non-recurring items pre-tax profit surge 45 % eur80m,positive
company confirm estimate lower revenue whole 2009 year-ago eur93 9 give interim report 5 august 2009,negative
operate profit six-month period decrease eur111 9 sales increase eur1 275 compare correspond period 2006,neutral
food trade sales amount eur320 1 decline 11 %,negative
finnish bank pohjola bank plc hel poh1s say today issue eur 40 million usd 512 index-linked bond pohjola tutkimuksen tahdet viii-2010 pohjola research star viii-2010 october 27 2010,neutral
finnish bank + land report operate profit eur 22 mn first quarter 2010 eur 63 mn correspond period 2009,negative
tornio work employ 2300 1800 scope fixed-period part-time temporary layoffs april-october period,negative
finnish communication electronics components supplier scanfil oyj tuesday say sales first half 2006 15 % lower period year ago,negative
1033 huhtamaki market 's biggest faller 869 pct lower 1135 eur omx helsinki 25 032 pct higher 333241 omx helsinki 047 pct 1168732,negative
handelsbanken rank local cooperative bank aktia customer loyalty time however,positive
m-real corporation stock exchange release 27 august 2009 315 pm m-real receive eur 190 million cash payment sappi m-real corporation part mets+ liitto group divest graphic paper business sappi limit end 2008 eur 750 million,neutral
production level agree producers long time ago fall consumption lead losses,negative
finnish high technology provider vaahto group report net sales eur 418 mn account period september 2007 - february 2008 increase 112 % year earlier,positive
currency effect 30 pct 20 mln euro ( $ 313 mln ) negative impact revenue,negative
total operate revenue grow 276 % year-on-year eur61m,positive
adpnews - aug 3 2009 - finnish media group ilkka-yhtyma oyj hel ilk2s say today net profit fell 45 % year eur 59 million usd 84 first half 2009,negative
delivery expect take place later month,neutral
demand brisk expect order level remain high,positive
contract employees 96 blue-collar workers end march august 2011,negative
secure file online like fill tax return make backup bore,neutral
2009 stora enso 's net loss eur 8797 million compare eur 6734 million previous year,negative
addition 29 employees lay notice whole workforce lay short periods need,negative
dilute earnings per share ( eps ) fell eur 063 eur 171,negative
broad-based wig index end thursday 's session 01 pct 6500334 pts blue-chip wig20 113 368715 pts,neutral
reason behind estimate include rise 2008 rent level several fully-leased office retail properties complete add company 's investment property portfolio,neutral
`` capital expenditure energy efficiency unfortunately fall along decline economy,negative
repair maintenance business account net sales eur 6453 mn eur 5636 mn,positive
finnish metal products company componenta oyj ( hel cth1v ) say today net loss narrow eur 500000 ( usd 680000 ) last quarter 2010 eur 53 million period year earlier,positive
group 's revenue 2009 amount eur 70 million company currently employ approximately 780 people,neutral
helsinki ( afx ) - nokian tyres report fourth quarter pretax profit 615 mln eur 486 mln back strong sales,positive
kauko-telko ltd press release 19062007 1400 1 ( 1 ) telko group ( kauko-telko ) expand strategic partnership bp industrial lubricants & service ( bp ils ) acquire total ownership bp 's swedish retail company molub-alloy ab,positive
profitability ( ebit % ) 136 % compare 143 % q2 2009,negative
purchase 12mp snapper nothing else,neutral
last july group say intend relocate warehouse office space loudeac saint marcel morvillars east france already operate hook manufacture distribution unit,neutral
idea save electricity data transfer still new one,neutral
kesko corporation stock exchange release 28022008 0930 1 ( 1 ) kesko corporation aspo plc today sign agreement aspo acquire share capital kauko-telko ltd subsidiary wholly own kesko,positive
finnish m-real 's kyro mill start negotiations cut staff,negative
marimekko today ( 20 november ) sign license agreement swedish chain whereby marimekko license popular pattern 1950s 1960s 1970s h &,positive
finnish food industry company l+ nnen tehtaat plan change fish product business,neutral
finnish investor scanfil oyj ( hel scf1v ) say last friday buy 57 million share 3296 % norwegian contract electronics manufacturer kitron asa ( osl kit ) nok 1439 million ( usd 244 m-eur 181 ),neutral
stock rise second day wednesday bring two-day rise gbx12 0 20 %,positive
finnlines estimate annual general meet 2008 financially tough year due large investments,negative
value deal exceed eur500 000 company say,neutral
2007 group 's net sales stand eur 22 million 150 employees end june 2008,neutral
ramirent make 18 million kroons eur 115 mln loss last year year company 73 million kroons black,negative
`` 'm please receive nomination committee 's request confidence `` say jon risfelt,positive
operate loss total eur 52 mn compare loss eur 34 mn correspond period 2008-2009,negative
ceo erkki j+ rvinen happy company 's performance 2010,positive
end march 2007 group 's order book eur 396 mn 42 % correspond period 2006,positive
raisio site main production plant well company headquarter,neutral
dubai nokia announce launch `` come music `` ground-breaking service introduce new way people enjoy music,positive
rohwedder group automotive supply telecommunications electronics industry provider customers europe north america asia,neutral
begin year wartsila secure order deliver four gas-fuelled main engines propulsion machinery vessel,positive
scanfil issue profit warn 10 april 2006,negative
cash flow investments amount eur45m eur46m,negative
finnish bank + land report operate profit fell eur 49 mn third quarter 2007 eur 56 mn third quarter 2006,negative
amer sport divest industrial site rumilly france - announcement distribute thomson reuters behalf thomson reuters clients,neutral
lemminkainen infra oy 's subsidiary lemminkainen sverige ab perform construction work expect start early 2011 complete summer 2013,neutral
operate profit eur 1397 mn 23 % eur 1138 mn,positive
cash flow operate activities estimate positive,positive
production capacity increase 36 000 85 000 tonnes per year raw material continue recycle paper board,positive
net sales vegetable oil business rise eur 106 mn eur 101 mn,positive
finland-based elcoteq se privately hold provider electronics manufacture service communications company say thursday sign long-term manufacture supply deal communications equipment company andrew corp,positive
media advisory ntsb say subsequent test `` train detection system intermittently fail ``,negative
store locate poznan shop center name pestka company add,neutral
cohen & steer inc 5 534 530 share represent 4985 % share capital vote right,neutral
total 1800000 stock options issue 2003 stock option scheme,neutral
kone share drop 41 percent x20ac 43 us $ 5577 helsinki,negative
term condition year 2003 stock option scheme publish stock exchange release 31 march 2003,neutral
project expect complete 2009,neutral
rimvesta control estonian-owned real estate development company ell nekilnojamas turtas member merko largest construction group baltic countries,neutral
luxembourg-registered investment fund amber trust ii final approval lithuania 's competition council acquire 296 percent sanitas country 's largest pharmaceutical producer,positive
new production line novator mill veliky ustjug vologda oblast sveza change current 15 15 birch plywood production target domestic market produce 15 30 overlay birch plywood global market,neutral
`` new structure provide better communication faster decision-making cost savings `` proha say,positive
currently plant operate full capacity,neutral
eur17m contract include design construction work,neutral
upm-kymmene one world 's lead print paper producers production 15 countries sales network cover 170 company,positive
however biohit estimate total net sales continue grow 2009 favourable trend net sales lead profit 2009,positive
return investment roi 41 % compare 438 % first half 2008,negative
frost sell share $ 19 million $ 606-7 12 per share compare friday 's high $ 1133 low $ 1014,negative
operate loss total eur 40 mn compare profit eur 86 mn second quarter 2008,negative
nokia siemens network struggle make profit past two years,negative
`` reach agreement union flight continue normal `` finnair spokesman usko maatta say,positive
corrensponds 4628 percent okmetic 's share capital vote right,neutral
eu commission say earlier fin thyssenkrupp unite technologies corp 's otis schindler ag kone oyj total 9923 mln eur allege cartel activity lift market go back twelve years,negative
theodosopoulos say tellabs could value nokia siemens nortel give `` lead supply status `` verizon along high-growth products,positive
however sales return growth april-june 2010 ceo pekka eloholma say,positive
`` please welcome tapeks noma cramo group,positive
second-quarter net sales expect par first quarter 2009,neutral
15 december 2010 - finnish-german telecoms equipment maker nokia siemens network say today contract upgrade radio network home-based telecommunications company elisa oyj hel eli1v,positive
( adp news ) - jan 22 2009 - finnish mobile phone maker nokia oyj ( omx nok1v ) say today operate profit decrease eur 5 billion ( usd 65 bn ) 2008 eur 8 billion 2007,negative
result transactions aggregate holdings burrill life sciences capital fund lp decrease 5 per cent total number share vote company,negative
products include personal communications products mobile phone part home communications products set-top box electronics flat panel tvs well communications network products base-stations tower-top amplifiers microwave systems,neutral
eps continue operations come 030 eur 017,positive
citigroup inc ( nyse c ) announce global transaction service ( gts ) business award new mandate finland-based pohjola bank group,positive
value contract eur 25mn,neutral
offer 30 million share aim raise x20ac 500 million us $ 640 million expect complete oct 9 outokumpu say,neutral
investors continue interest company 's share although quite cheap affarsvarlden say,positive
result 12 people make redundant total 67 persons lay temporarily,negative
net income life insurance rise eur 165 mn eur 140 mn net income non-life insurance eur 226 mn eur 152 mn 2009,positive
close omx helsinki 25 001 pct lower 306764 point omx helsinki 005 pct 1032146 point 1343 bln eur turnover,negative
tecnomen headquarter espoo finland develop message charge solutions telecomms operators service providers worldwide,neutral
combine net sales 2006 $ 27 million ebitda $ 137 million,neutral
relate link flexiblebaseloadoperation thewartsila32generating set gasconversions shorter two versions press release,neutral
lithuanian beer market make 1441 million liters january rise 08 percent year-earlier figure lithuanian brewers ' association report cite result members,positive
operate profit net sales six-month period increase respectively eur0 4 eur3 2 compare correspond period 2005,positive
lietuvos respublikos sveikatos apsaugos ministerija award contract uab `` affecto lietuva `` financial systems software package,positive
sales rise export market,positive
comparable operate profit quarter decrease eur510m sales increase eur860m compare third quarter 2007,negative
accord schmardin nordea likely try win customers pension fund providers,positive
adpnews - jul 17 2009 - finland-based steel maker rautaruukki oyj ruukki hel rtrks say today slip net loss eur 184 million usd 2597 first half 2009 net profit eur 2,negative
first nine months 2010 company 's net loss narrow eur 415000 eur 74 million correspond period 2009,positive
lithuanian beer market make 1441 million liters january rise 08 percent year-earlier figure lithuanian brewers ' association report cite result members,positive
`` proud welcome another distribution facility north mississippi region know logistics center unite state `` say gray swoope executive director mda,positive
company also say board directors propose profit distribution eur0 92 per share,neutral
transaction positive impact around eur2m earnings ruukki recognize fourth quarter year,positive
alma media expect net sales increase forecast previously,positive
finnish automation solutions developer cencorp corporation ( omx helsinki cnc1v ) issue thursday ( 18 september ) profit warn third quarter 2008,negative
acquisition kaupthing sverige bring significant positive non-recurring addition group 's performance,positive
period 's sales drop eur 306 million eur 383 million accord interim report release today,negative
adanac molybdenum canada order grind technology molybdenum project british columbia canada shalkiya zinc kazakhstan award contract grind technology shalkiya zinc-lead project kazakhstan,positive
address also happen house italian megamart eataly mean `` come kid 're go toy build ``,neutral
contract allot per lowest price criteria,neutral
unbelievably company make - fiskars corporation - form 1649 dutch merchant name peter thorwoste give charter establish blast furnace forge operation small finnish village fiskars,neutral
vaahto pulp & paper finnish vaahto group award order renovate finnish-swedish forest industry company stora enso 's paperboard machine ingerois board mill finland,positive
include options additional 30 communal build sit well construction supervision work construction sit,neutral
interest export market russia baltic countries scandinavia,neutral
affecto provide new efi data warehouse report solution behavioural score system support operational decision process data migration old legacy systems new efi system,neutral
finnish electronics manufacture service company elcoteq sign cooperation agreement japanese mobile phone manufacturer bypass elcoteq tallinn say jan kotka ceo elcoteq tallinn,positive
company expect net sales whole 2009 remain 2008 level,negative
due rapid decrease net sales personnel reductions carry wider scale initially expect,negative
raisio 's divisions record operate profit,positive
sanoma also executive committee accordance company 's article association prepare proposals matter decide note board directors,neutral
invention release patent office say `` non-coherent search matrix form say correlation function matrix,neutral
price gmo soy 5 % -7 % lower non-gmo,neutral
aim convert plant flexible manufacturers new technologically demand products,positive
net interest income increase 45 % eur 314 mn eur 300 mn 2004,positive
pharmaceuticals group orion corp report fall third-quarter earnings hit larger expenditures r & market,negative
eur928 000 q1 2010 6 may 2010 - finnish textile clothe design company marimekko oyj ( hel mmo1v ) say today net profit rise eur928 000 first quarter 2010 eur13 000 correspond period year earlier,positive
